facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
new beginnings rest home,4467,retirement home,Nursing and residential care facilities,Province of Ontario,,106,talbot street w,N8H1M9,leamington,on,,Leamington,3537003,35,42.05143065,-82.60541785
new horizons day centre inc.,4468,community support service,Ambulatory health care services,Province of Ontario,,3565,bathurst street,M6A2Y7,toronto,on,,Toronto,3520005,35,43.7309991,-79.43208871
new horizons tower,4469,retirement home,Nursing and residential care facilities,Province of Ontario,,1140,bloor street w,M6H4E6,toronto,on,,Toronto,3520005,35,43.65988208,-79.4361522
new unionville home society,4470,community support service,Ambulatory health care services,Province of Ontario,,4300,highway 7,L3R1L8,markham,on,,Markham,3519036,35,43.86143002,-79.31443048
new village retirement home,4471,retirement home,Nursing and residential care facilities,Province of Ontario,,490,hamilton regional road 8,L8G1G6,hamilton,on,,Hamilton,3525005,35,43.21627369,-79.71616285
new vision family health team,4472,family health team - contract,Ambulatory health care services,Province of Ontario,,421,greenbrook drive,N2M4K1,kitchener,on,,Kitchener,3530013,35,43.42521479,-80.51060642
new visions toronto,4473,community support service,Ambulatory health care services,Province of Ontario,,222,the esplanade,M5A4M8,toronto,on,,Toronto,3520005,35,43.64955079,-79.36550668
niagara district homes committee for the physically disabled (the),4474,community support service,Ambulatory health care services,Province of Ontario,,675,tanguay avenue,L3B6A1,welland,on,,Welland,3526032,35,42.99040277,-79.22212028
niagara falls community health centre,4475,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,4481,queen street,L2E2L4,niagara falls,on,,Niagara Falls,3526043,35,43.1068325,-79.06717924
niagara gardens retirement manor,4476,retirement home,Nursing and residential care facilities,Province of Ontario,,181,niagara street,L2R4M1,st catharines,on,,St. Catharines,3526053,35,43.17261621,-79.23379749
niagara health system,4477,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,1200,fourth avenue,L2S0A9,st catharines,on,,St. Catharines,3526053,35,43.1536715,-79.27850371
niagara health system - douglas memorial,4478,hospital - site,Hospitals,Province of Ontario,,230,bertie street,L2A1Z2,fort erie,on,,Fort Erie,3526003,35,42.912417,-78.923924
niagara health system - douglas memorial hospital,4479,general,Hospitals,Public Health Agency of Canada,,230,bertie st,L2A1Z2,fort erie,on,230 bertie st. fort erie on l2a 1z2,Fort Erie,3526003,35,42.9124531,-78.9241185
niagara health system - greater niagara,4480,hospital - site,Hospitals,Province of Ontario,,5546,portage road,L2E6X2,niagara falls,on,,Niagara Falls,3526043,35,43.0942273,-79.0894642
niagara health system - greater niagara general site,4481,general,Hospitals,Public Health Agency of Canada,,5546,portage rd,L2E6X2,niagara falls,on,5546 portage rd. niagara falls on l2e 6x2,Niagara Falls,3526043,35,43.094227,-79.089464
niagara health system - niagara-on-the-lake,4482,hospital - site,Hospitals,Province of Ontario,,176,wellington,L0S1J0,niagara-on-the,on,,Niagara-on-the-Lake,3526047,35,43.25373703,-79.06722095
niagara health system - niagara-on-the-lake hospital site,4483,general,Hospitals,Public Health Agency of Canada,,176,wellington st,L0S1J0,niagara-on-the-lake,on,176 wellington st. niagara-on-the-lake on l0s 1j0,Niagara-on-the-Lake,3526047,35,43.2532233,-79.0661169
niagara health system - port colborne,4484,hospital - site,Hospitals,Province of Ontario,,260,sugarloaf street,L3K2N7,port colborne,on,,Port Colborne,3526011,35,42.8797823,-79.2596002
niagara health system - port colborne general site,4485,general,Hospitals,Public Health Agency of Canada,,260,sugarloaf st,L3K2N7,port colborne,on,260 sugarloaf st. port colborne on l3k 2n7,Port Colborne,3526011,35,42.8797041,-79.2586964
niagara health system - st. catharines,4486,hospital - corporation,Hospitals,Province of Ontario,,1200,fourth avenue,L2S0A9,st catharines,on,,St. Catharines,3526053,35,43.153522,-79.278683
niagara health system - st. catharines general site,4487,general,Hospitals,Public Health Agency of Canada,,142,queenston st,L2R7C6,st catharines,on,142 queenston st. st. catharines on l2r 7c6,St. Catharines,3526053,35,43.153663,-79.2785
niagara health system - welland hospital,4488,hospital - site,Hospitals,Province of Ontario,,65,third street,L3B4W6,welland,on,,Welland,3526032,35,42.979004,-79.249082
niagara health system - welland hospital site,4489,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,65,third st,L3B4W6,welland,on,65 third st. welland on l3b 4w6,Welland,3526032,35,42.9798733,-79.2485612
niagara health system — douglas memorial hospital site,4490,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,L2A1Z2,fort erie,on,,Fort Erie,,35,,
niagara health system — st. catharines site,4491,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,L2S0A9,st catharines,on,,St. Catharines,,35,,
"niagara health system, welland hospital site, extended care unit",4492,long-term care home,Nursing and residential care facilities,Province of Ontario,,65,third street,L3B4W6,welland,on,,Welland,3526032,35,42.97988177,-79.24856448
niagara ina grafton gage village,4493,community support service,Ambulatory health care services,Province of Ontario,,413,linwell road,L2M7Y2,st catharines,on,,St. Catharines,3526053,35,43.20027151,-79.22528859
niagara medical group fht,4494,family health team - contract,Ambulatory health care services,Province of Ontario,,4421,queen street,L2E2L2,niagara falls,on,,Niagara Falls,3526043,35,43.1068991,-79.06618594
niagara north family health team,4495,family health team - contract,Ambulatory health care services,Province of Ontario,,155,ontario street,L2R5K2,st catharines,on,,St. Catharines,3526053,35,43.1593453,-79.254451
niagara orthopaedic institute,4496,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,L2H3K3,niagara falls,on,,Niagara Falls,,35,,
niagara physiotherapy and sports clinic,4497,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L0S1T0,niagara on the lake,on,,,,35,,
niagara region public health department,4498,aids bureau,Ambulatory health care services,Province of Ontario,,277,welland avenue,L2R2P7,st catharines,on,,St. Catharines,3526053,35,43.16930461,-79.23212199
niagara-on-the lake community palliative care service,4499,community support service,Ambulatory health care services,Province of Ontario,,120,byron street,L0S1J0,niagara-on-the-lake,on,,Niagara-on-the-Lake,3526047,35,43.2532233,-79.0661169
nimigon retirement home,4500,retirement home,Nursing and residential care facilities,Province of Ontario,,7715,beaverdams road,L2H2J4,niagara falls,on,,Niagara Falls,3526043,35,43.0900255,-79.12455225
nine mile villa inc.,4501,retirement home,Nursing and residential care facilities,Province of Ontario,,469,inglis street,N0G2H0,lucknow,on,,Huron-Kinloss,3541015,35,43.96015144,-81.51561029
nipigon district family health team,4502,family health team - contract,Ambulatory health care services,Province of Ontario,,125,hogan road,P0T2J0,nipigon,on,,Nipigon,3558044,35,49.01558441,-88.27591226
nipigon district memorial hospital,4503,general,Hospitals,Public Health Agency of Canada,,125,hogan rd,P0T2J0,nipigon,on,125 hogan rd. nipigon on p0t 2j0,Nipigon,3558044,35,49.0155755,-88.2759054
nipigon district memorial hospital (css),4504,community support service,Ambulatory health care services,Province of Ontario,,125,hogan road,P0T2J0,nipigon,on,,Nipigon,3558044,35,49.01558441,-88.27591226
nipissing first nation,4505,community support service,Ambulatory health care services,Province of Ontario,,36,semo road,P2B3K2,garden village,on,,Nipissing 10,3548073,35,46.3232682,-79.8737752
nipissing manor nursing care center,4506,long-term care home,Nursing and residential care facilities,Province of Ontario,,1202,highway 94,P0H1K0,corbeil,on,,East Ferris,3548034,35,46.24835493,-79.33681562
nipissing manor retirement home,4507,retirement home,Nursing and residential care facilities,Province of Ontario,,1202,highway 94,P0H1K0,corbeil,on,,East Ferris,3548034,35,46.24835493,-79.33681562
nipissing mental health housing and support services,4508,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,217,turcotte park road,P0H1V0,mattawa,on,,Mattawa,3548021,35,46.31096797,-78.71357712
nipissing mental health supportive housing services (css),4509,community support service,Ambulatory health care services,Province of Ontario,,101,worthington street e,P1B1G5,north bay,on,,North Bay,3548044,35,46.31098603,-79.46200326
nisbet lodge,4510,long-term care home,Nursing and residential care facilities,Province of Ontario,,740,pape avenue,M4K3S7,toronto,on,,Toronto,3520005,35,43.68025289,-79.34558197
nithview community,4511,retirement home,Nursing and residential care facilities,Province of Ontario,,200,boullee street,N3A2K4,new hamburg,on,,Wilmot,3530020,35,43.38053997,-80.70159538
nithview home,4512,long-term care home,Nursing and residential care facilities,Province of Ontario,,200,boullee street,N3A2K4,new hamburg,on,,Wilmot,3530020,35,43.38053997,-80.70159538
noojmowin teg health centre,4513,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,689,highway 551,P0P1G0,mchigeeng,on,,M'Chigeeng 22 (West Bay 22),3551045,35,45.82419571,-82.16152349
noojmowin teg health centre (css),4514,community support service,Ambulatory health care services,Province of Ontario,,48,hillside road,P0P1K0,little current,on,,Sucker Creek 23,3551041,35,45.959337,-81.99722
norfinch care community,4515,long-term care home,Nursing and residential care facilities,Province of Ontario,,22,norfinch drive,M3N1X1,toronto,on,,Toronto,3520005,35,43.7567876,-79.52618684
norfolk general hospital,4516,general,Hospitals,Public Health Agency of Canada,,365,west st,N3Y1T7,simcoe,on,365 west st. simcoe on n3y 1t7,Norfolk County,3528052,35,42.8354184,-80.3145314
norfolk manor,4517,retirement home,Nursing and residential care facilities,Province of Ontario,,128,norfolk street,N1H4J8,guelph,on,,Guelph,3523008,35,43.54663653,-80.25378525
north bay general hospital - mclaren site,4518,general,Hospitals,Public Health Agency of Canada,,720,mclaren st,P1B5A4,north bay,on,720 mclaren st. north bay on p1b 5a4,North Bay,3548044,35,46.3196998,-79.4661452
north bay meals-on-wheels (von),4519,community support service,Ambulatory health care services,Province of Ontario,,180,shirreff avenue,P1B7K9,north bay,on,,North Bay,3548044,35,46.33250523,-79.46419197
north bay nurse practitioner-led clinic inc.,4520,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,524,lakeshore drive,P1A2E4,north bay,on,,North Bay,3548044,35,46.27323603,-79.44339565
north bay parry sound district health unit,4521,public health unit office,Ambulatory health care services,Province of Ontario,,345,oak street w,P1B2T2,north bay,on,,North Bay,3548044,35,46.31340353,-79.46767627
north bay recovery home,4522,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,393,oak street w,P1B2T2,north bay,on,,North Bay,3548044,35,46.31399013,-79.46837557
north bay regional health centre,4523,general,Hospitals,Public Health Agency of Canada,,50,college dr,P1B0A4,north bay,on,50 college dr. north bay on p1b 0a4,North Bay,3548044,35,46.335613,-79.498369
north bay regional health centre (css),4524,community support service,Ambulatory health care services,Province of Ontario,,50,college drive,P1B5A4,north bay,on,,North Bay,3548044,35,46.33497033,-79.49472418
north bay regional health centre - kirkwood,4525,hospital - site,Hospitals,Province of Ontario,,680,kirkwood drive,P3E1X3,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005,35,46.478219,-80.963619
north bay regional health centre — kirkwood place,4526,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,P3E1X3,sudbury,on,,,,35,,
north bay regional health centre — north bay regional health centre,4527,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,P1B0A4,north bay,on,,North Bay,,35,,
north bay regional health centre-north bay site,4528,,Hospitals,Canadian Institute for Health Information,,50,college drive,P1B0A4,north bay,on,50 college drive north bay on p1b 0a4 canada,North Bay,3548044,35,46.343223,-79.487283
north centennial manor,4529,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,kimberly drive,P5N1L5,kapuskasing,on,,Kapuskasing,3556066,35,49.42402834,-82.43174902
north channel nurse practitioner-led clinic,4530,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,135,dawson street,P0R1L0,thessalon,on,,Thessalon,3557028,35,46.2630294,-83.56246758
north durham family health team,4531,family health team - contract,Ambulatory health care services,Province of Ontario,,462,paxton street,L9L1L9,port perry,on,,Scugog,3518020,35,44.10416318,-78.95388459
north east community care access centre (css),4532,community support service,Ambulatory health care services,Province of Ontario,,40,elm street,P3C1S8,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005,35,46.4940499,-80.9927599
north east local health integration network,4533,community support service,Ambulatory health care services,Province of Ontario,,555,oak street e,P1B8E3,north bay,on,,North Bay,3548044,35,46.30356203,-79.45950156
north east local health integration network (lhin op),4534,community support service,Ambulatory health care services,Province of Ontario,,555,oak street e,P3C1S8,north bay,on,,North Bay,3548044,35,46.30356203,-79.45950156
north hamilton community health centre,4535,community health centre,Hospitals,Province of Ontario,,554,john street n,L8L4S1,hamilton,on,,Hamilton,3525005,35,43.2727537,-79.8583639
north hamilton community health centre css,4536,community support service,Ambulatory health care services,Province of Ontario,,438,hughson street n,L8L4N4,hamilton,on,,Hamilton,,35,43.269979,79.861667
north hastings fht,4537,family health team - contract,Ambulatory health care services,Province of Ontario,,1,manor lane,K0L1C0,bancroft,on,,Bancroft,3512061,35,45.0550849,-77.86421482
north huron family health team,4538,family health team - contract,Ambulatory health care services,Province of Ontario,,285,catherine street,N0G2W0,arthur,on,,North Huron,3540055,35,43.8849205,-81.3069631
north lambton community health centre,4539,community health centre,Hospitals,Province of Ontario,,59,king street w,N0N1J0,lambton shores,on,,Lambton Shores,3538040,35,43.09633566,-82.00250066
north lambton lodge,4540,long-term care home,Nursing and residential care facilities,Province of Ontario,,39,morris street,N0N1J0,lambton shores,on,,Lambton Shores,3538040,35,43.09281026,-81.99290376
north lanark county community health centre inc.,4541,children's treatment centre,Hospitals,Province of Ontario,,88,cornelia street w,K0G1K0,smiths falls,on,,Smiths Falls,3509004,35,44.90671455,-76.0293137
north muskoka,4542,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,5,centre street,P1H2C1,huntsville,on,,Huntsville,3544042,35,45.32666278,-79.22062599
north of superior community mental health program corporation,4543,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,9,selkirk avenue,P0T2W0,terrace bay,on,,Terrace Bay,3558054,35,48.78276996,-87.10287985
north of superior healthcare group - css,4544,community support service,Ambulatory health care services,Province of Ontario,,20,cartier drive,P0T2W0,terrace bay,on,,Terrace Bay,3558054,35,48.78045446,-87.10460125
north of superior healthcare group - mccausland hospital,4545,hospital - corporation,Hospitals,Province of Ontario,,2,cartier drive,P0T2W0,terrace bay,on,,Terrace Bay,3558054,35,48.78086106,-87.10422795
north of superior healthcare group - wilson memorial general hospital site,4546,hospital - site,Hospitals,Province of Ontario,,26,peninsula road,P0T2E0,marathon,on,,Marathon,3558059,35,48.718358,-86.37742461
north of superior healthcare group — the mccausland hospital,4547,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,P0T2W0,terrace bay,on,,Terrace Bay,,35,,
north of superior healthcare group — wilson memorial general hospital,4548,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,P0T2E0,marathon,on,,Marathon,,35,,
north of superior programs css,4549,community support service,Ambulatory health care services,Province of Ontario,,125,hogan road,P0T2J0,nipigon,on,,Nipigon,3558044,35,49.01558441,-88.27591226
north park nursing home,4550,long-term care home,Nursing and residential care facilities,Province of Ontario,,450,rustic road,M6L1W9,toronto,on,,Toronto,3520005,35,43.71741799,-79.48214652
north peel fht,4551,family health team - contract,Ambulatory health care services,Province of Ontario,,157,queen street e,L6W3X4,brampton,on,,Brampton,3521010,35,43.69196857,-79.75315951
north perth (listowel) family health team,4552,family health team - contract,Ambulatory health care services,Province of Ontario,,285,sarah avenue n,N4W2Y8,listowel,on,,North Perth,3531040,35,43.73241872,-80.94993499
north perth community hospice inc.,4553,community support service,Ambulatory health care services,Province of Ontario,,135,main street w,N4W1A2,listowel,on,,North Perth,3531040,35,43.73188762,-80.95359019
north renfrew long-term care services inc.,4554,community support service,Ambulatory health care services,Province of Ontario,,47,ridge road,K0J1P0,deep river,on,,Deep River,3547096,35,46.10283609,-77.48846579
north shore community support services inc.,4555,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,10,paris drive,P5A2L9,elliot lake,on,,Elliot Lake,3557041,35,46.37729157,-82.66500401
north shore family health team corp.,4556,family health team - contract,Ambulatory health care services,Province of Ontario,,415,scotia street,P0T2S0,schreiber,on,,Schreiber,3558051,35,48.8086314,-87.2695011
north shore health network - eldcap unit,4557,long-term care home,Nursing and residential care facilities,Province of Ontario,,525,causley street,P0R1B0,blind river,on,,Blind River,3557038,35,46.18737143,-82.92406797
north shore health network - ltc unit,4558,long-term care home,Nursing and residential care facilities,Province of Ontario,,525,causley street,P0R1B0,blind river,on,,Blind River,3557038,35,46.18737143,-82.92406797
north shore health network - pavillon,4559,hospital - corporation,Hospitals,Province of Ontario,,525,causley street,P0R1B0,blind river,on,,Blind River,3557038,35,46.18588243,-82.92538067
north shore health network - richards landing,4560,hospital - site,Hospitals,Province of Ontario,,1180,richards street,P0R1J0,richards landing,on,,St. Joseph,3557008,35,46.29326568,-84.03556234
north shore health network - thessalon,4561,hospital - site,Hospitals,Province of Ontario,,135,dawson street,P0R1L0,thessalon,on,,Thessalon,3557028,35,46.2630206,-83.5624626
north shore health network community support services - css,4562,community support service,Ambulatory health care services,Province of Ontario,,525,causley street,P0R1B0,blind river,on,,Blind River,3557038,35,46.18737143,-82.92406797
north shore health network — blind river district health centre,4563,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,P0R1B0,blind river,on,,Blind River,,35,,
north shore health network — matthews memorial hospital,4564,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,P0R1J0,richards landing,on,,,,35,,
north shore health network — thessalon hospital,4565,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,P0R1L0,thessalon,on,,Thessalon,,35,,
north simcoe family health team,4566,family health team - contract,Ambulatory health care services,Province of Ontario,,240,penetanguishene road,L4R4P4,midland,on,,Midland,3543074,35,44.74011825,-79.90966435
north simcoe muskoka community care access centre (css),4567,community support service,Ambulatory health care services,Province of Ontario,,15,sperling drive,L4M6K9,barrie,on,,Barrie,3543042,35,44.4107627,-79.68643375
north simcoe muskoka hospice palliative care network,4568,community support service,Ambulatory health care services,Province of Ontario,,169,front street s,L3V4S8,orillia,on,,Orillia,3543052,35,44.60535525,-79.41127648
north simcoe muskoka local health integration network,4569,local health integration network office,Ambulatory health care services,Province of Ontario,,210,memorial avenue,L3V7V1,orillia,on,,Orillia,3543052,35,44.59707035,-79.42255598
north simcoe muskoka local health integration network (lhin op),4570,community support service,Ambulatory health care services,Province of Ontario,,210,memorial avenue,L3V7V1,orillia,on,,Orillia,3543052,35,44.59707035,-79.42255598
north simcoe muskoka palliative care network,4571,community support service,Ambulatory health care services,Province of Ontario,,169,front street s,L3V4S8,orillia,on,,Orillia,3543052,35,44.60535525,-79.41127648
north wellington health care - louise marshall,4572,hospital - corporation,Hospitals,Province of Ontario,,630,dublin st,N0G2L3,mount forest,on,,Wellington North,3523050,35,43.97463488,-80.73820664
north wellington health care - louise marshall hospital,4573,general,Hospitals,Public Health Agency of Canada,,630,dublin st,N0G2L3,mount forest,on,630 dublin st. mount forest on n0g 2l3,Wellington North,3523050,35,43.9746199,-80.7375171
north wellington health care - palmerston,4574,hospital - site,Hospitals,Province of Ontario,,500,whites road,N0G2P0,palmerston,on,,Minto,3523043,35,43.83828455,-80.84400806
north wellington health care corporation,4575,,Hospitals,Canadian Institute for Health Information,,525,dublin street,N0G2L3,mount forest,on,525 dublin street mount forest on n0g 2l3 canada,Wellington North,3523050,35,43.975058,-80.738459
north wellington health care corporation — louise marshall hospital,4576,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,N0G2L3,mount forest,on,,,,35,,
north wellington health care corporation — palmerston and district hospital,4577,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,N0G2P0,palmerston,on,,,,35,,
north west lhin-home care,4578,community support service,Ambulatory health care services,Province of Ontario,,961,alloy drive,P7B5Z8,thunder bay,on,,Thunder Bay,3558004,35,48.40854776,-89.25142006
north west local health integration network,4579,local health integration network office,Ambulatory health care services,Province of Ontario,,975,alloy drive,P7B5Z8,thunder bay,on,,Thunder Bay,3558004,35,48.40756486,-89.25349926
north west local health integration network (lhin op),4580,community support service,Ambulatory health care services,Province of Ontario,,975,alloy drive,P7B5Z8,thunder bay,on,,Thunder Bay,3558004,35,48.40756486,-89.25349926
north york family health team inc.,4581,family health team - contract,Ambulatory health care services,Province of Ontario,,240,duncan mill road,M3B3S6,toronto,on,,Toronto,3520005,35,43.76219131,-79.35139938
north york general hospital,4582,laboratory - hospital,Ambulatory health care services,Province of Ontario,,4001,leslie street,M2K1E1,toronto,on,,Toronto,3520005,35,43.76947711,-79.36258599
north york general hospital (css),4583,community support service,Ambulatory health care services,Province of Ontario,,4001,leslie street,M2K1E1,toronto,on,,Toronto,3520005,35,43.76947711,-79.36258599
north york general hospital - branson division,4584,general,Hospitals,Public Health Agency of Canada,,555,finch ave w,M2R1N5,north york,on,555 finch ave. w. north york on m2r 1n5,Toronto,3520005,35,43.7724535,-79.4481361
north york general hospital - branson site,4585,hospital - site,Hospitals,Province of Ontario,,555,finch avenue w,M2R1N5,north york,on,,Toronto,3520005,35,43.7728786,-79.44810422
north york general hospital - general division,4586,general,Hospitals,Public Health Agency of Canada,,4001,leslie st,M2K1E1,north york,on,4001 leslie st. north york on m2k 1e1,Toronto,3520005,35,43.7695498,-79.3632065
north york general hospital - general site,4587,hospital - corporation,Hospitals,Province of Ontario,,4001,leslie street,M2K1E1,toronto,on,,Toronto,3520005,35,43.7690968,-79.3627441
north york general hospital — reactivation care centre finch,4588,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,M3N1N1,toronto,on,,Toronto,,35,,
north york general hospital — seniors’ health centre,4589,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,M2J5A3,toronto,on,,Toronto,,35,,
north york seniors centre,4590,senior active living centre,Nursing and residential care facilities,Province of Ontario,,21,hendon avenue,M2M4G7,toronto,on,,Toronto,3520005,35,43.78119791,-79.41746401
north yorkers for disabled persons inc,4591,community support service,Ambulatory health care services,Province of Ontario,,2880,bayview avenue,M2N5K3,toronto,on,,Toronto,3520005,35,43.7678753,-79.3887495
northdale manor,4592,retirement home,Nursing and residential care facilities,Province of Ontario,,130,lakeshore road n,P0J1P0,temiskaming shores,on,,Temiskaming Shores,3554020,35,47.50477871,-79.67929206
northeastern manitoulin family health team,4593,family health team - contract,Ambulatory health care services,Province of Ontario,,15,meredith street,P0P1K0,little current,on,,Northeastern Manitoulin and the Islands,3551017,35,45.97809415,-81.92640043
northern chiefs tribal council,4594,community support service,Ambulatory health care services,Province of Ontario,,8,mine road,P0V1C0,red lake,on,,Red Lake,3560042,35,51.05654736,-93.71144582
northern college (east end fht),4595,family health team - contract,Ambulatory health care services,Province of Ontario,,4715,algonquin boulevard e,P4N8R6,timmins,on,,Timmins,3556027,35,48.47690227,-81.32062182
northern frontenac community services corporation,4596,community support service,Ambulatory health care services,Province of Ontario,,1020,elizabeth street,K0H2P0,sharbot lake,on,,Central Frontenac,3510035,35,44.77029,-76.69020741
northern ontario school of medicine,4597,community support service,Ambulatory health care services,Province of Ontario,,935,ramsey lake road,P3E2C6,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005,35,46.463626,-80.964001
northland pointe,4598,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,fielden avenue,L3K6G4,port colborne,on,,Port Colborne,3526011,35,42.8807752,-79.2576692
northridge,4599,long-term care home,Nursing and residential care facilities,Province of Ontario,,496,postridge drive,L6H7A2,oakville,on,,Oakville,3524001,35,43.48960334,-79.71426817
northumberland fht,4600,family health team - contract,Ambulatory health care services,Province of Ontario,,1111,elgin street w,K9A4J7,cobourg,on,,Cobourg,3514021,35,43.97025639,-78.19975663
northumberland hills hospital,4601,general,Hospitals,Public Health Agency of Canada,,1000,depalma dr,K9A2W6,cobourg,on,1000 depalma dr. cobourg on k9a 2w6,Cobourg,3514021,35,43.977748,-78.198437
northumberland hills hospital (css),4602,community support service,Ambulatory health care services,Province of Ontario,,1000,depalma drive,K9A5W6,cobourg,on,,Cobourg,3514021,35,43.9777568,-78.19844043
northview nursing home,4603,long-term care home,Nursing and residential care facilities,Province of Ontario,,77,river road,P0J1H0,englehart,on,,Englehart,3554052,35,47.8219425,-79.8655049
northview senior's residence,4604,retirement home,Nursing and residential care facilities,Province of Ontario,,19,aikman avenue,L8M1P6,hamilton,on,,Hamilton,3525005,35,43.25128219,-79.8485217
northwestern health unit,4605,aids bureau,Ambulatory health care services,Province of Ontario,,210,first street s,P9N2K4,kenora,on,,Kenora,3560010,35,49.76778594,-94.4899852
northwestern independent living services inc.,4606,community support service,Ambulatory health care services,Province of Ontario,,916,ottawa street,P0X1C0,kenora,on,,Kenora,3560010,35,49.76110483,-94.55687361
northwood lodge,4607,long-term care home,Nursing and residential care facilities,Province of Ontario,,51,highway 105,P0V2M0,red lake,on,,Red Lake,3560042,35,51.01327044,-93.82244384
norview lodge,4608,long-term care home,Nursing and residential care facilities,Province of Ontario,,44,rob blake way,N3Y4L8,simcoe,on,,Norfolk County,3528052,35,42.8372838,-80.33304111
norwest community health centre,4609,community health centre,Hospitals,Province of Ontario,,525,simpson street,P7C3J6,thunder bay,on,,Thunder Bay,3558004,35,48.39122016,-89.23746416
norwood nursing home,4610,long-term care home,Nursing and residential care facilities,Province of Ontario,,122,tyndall avenue,M6K2E2,toronto,on,,Toronto,3520005,35,43.63752278,-79.4293819
notre dame hospital,4611,hospital - corporation,Hospitals,Province of Ontario,,1405,edward street,P0L1N0,hearst,on,,Hearst,3556076,35,49.6853674,-83.6790754
notre-dame hospital - hearst,4612,general,Hospitals,Public Health Agency of Canada,,1405,edward st,P0L1N0,hearst,on,1405 edward st. hearst on p0l 1n0,Hearst,3556076,35,49.6857339,-83.67905
nucleus housing,4613,community support service,Ambulatory health care services,Province of Ontario,,2030,bristol circle,L6H0H2,oakville,on,,Oakville,3524001,35,43.51086305,-79.67178966
nucleus housing incorporated,4614,community support service,Ambulatory health care services,Province of Ontario,,2030,bristol circle,L6H0H2,oakville,on,,Oakville,3524001,35,43.51086305,-79.67178966
oak centre alternative community support,4615,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,24,dorothy street,L3B3V7,welland,on,,Welland,3526032,35,42.99367297,-79.24571288
oak ridges retirement community,4616,retirement home,Nursing and residential care facilities,Province of Ontario,,12925,yonge street,L4E0T7,richmond hill,on,,Richmond Hill,3519038,35,43.94277283,-79.45320773
oak terrace,4617,long-term care home,Nursing and residential care facilities,Province of Ontario,,291,mississaga street w,L3V3B9,orillia,on,,Orillia,3543052,35,44.60302415,-79.43126489
oakcrossing retirement living,4618,retirement home,Nursing and residential care facilities,Province of Ontario,,1238,oakcrossing road,N6H0K2,london,on,,London,3539036,35,42.98998258,-81.31254523
oaklands regional centre,4619,mental health,,Public Health Agency of Canada,,53,bond st,L6K1L8,oakville,on,53 bond st. oakville on l6k 1l8,Oakville,3524001,35,43.444444,-79.6782414
oakmed family health team,4620,family health team - contract,Ambulatory health care services,Province of Ontario,,231,oak park boulevard,L6H7S8,oakville,on,,Oakville,3524001,35,43.48264074,-79.71632578
oakpark retirement community,4621,retirement home,Nursing and residential care facilities,Province of Ontario,,2,valour drive,K1G3T5,ottawa,on,,Ottawa,3506008,35,45.39973435,-75.65901782
oaks retirement village,4622,retirement home,Nursing and residential care facilities,Province of Ontario,,80,mcnaughton avenue,N8A1R9,chatham-kent,on,,Chatham-Kent,3536020,35,42.58242885,-82.38245203
oakville kiwanis meals on wheels,4623,community support service,Ambulatory health care services,Province of Ontario,,165,cross avenue,L6J0A9,oakville,on,,Oakville,3524001,35,43.45576294,-79.68516326
oakville senior citizens residence,4624,community support service,Ambulatory health care services,Province of Ontario,,2222,lakeshore road,L6L5G5,oakville,on,,Oakville,3524001,35,43.39955423,-79.70524236
oakville wheels to meals,4625,community support service,Ambulatory health care services,Province of Ontario,,1565,old lakeshore road,L6L6N1,oakville,on,,Oakville,3524001,35,43.40493173,-79.69712876
