"Index","Facility_Name","Source_Facility_Type","ODCAF_Facility_Type","Provider","Unit","Street_No","Street_Name","Postal_Code","City","Prov_Terr","Source_Format_Address","CSD_Name","CSDUID","PRUID","Latitude","Longitude"
8753,"tahsis branch","vancouver island regional library","library or archives","government of british columbia",,977,"maquinna drive s","v0p1x0","burns lake","bc","977 maquinna drive s","Tahsis","5924030","59",49.923965,-126.661451
8754,"tahsis museum heritage society","historical society","museum","canadian museums association",,977,"maquinna drive south","v0p1x0","tahsis","bc","977 south maquinna drive tahsis british columbia v0p 1x0 canada","Tahsis","5924030","59",49.9217951,-126.6630363
8755,"tangent building systems inc.","heritage trades","heritage or historic site","ottawa",,65,"bentley avenue","k2e8b4","ottawa","on","65 bentley avenue","Ottawa","3506008","35",45.334584,-75.71730529
8756,"tangent community library",,"library or archives","government of alberta",,1009,"railway avenue","t0h3j0","tangent","ab","1009 railway avenue","Wood Buffalo","4816037","48",56.7010478,-111.3387172
8757,"tankville school","built heritage properties","heritage or historic site","moncton",,1665,"elmwood dr","e1h2h7","moncton","nb","1665 elmwood dr","Moncton","1307022","13",46.1578957,-64.77957871
8758,"tantallon book deposit",,"library or archives","saskatchewan",,,,"s0a4b0","tantallon","sk",,"Tantallon","4705042","47",,
8759,"tantramar heritage trust","historical society other","heritage or historic site","canadian museums association",,,"29b rd","e4l4g4","sackville","nb","29b queens rd sackville new brunswick e4l 4g4 canada","Sackville","1307009","13",45.8906064,-64.3742071
8760,"tara luz danse","arts","miscellaneous","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.48070851,-75.5113172
8761,"taras h. shevchenko museum","museum","museum","toronto",,1614,"bloor st w","m6p1a7","toronto","on","1614 bloor st w","Toronto","3520005","35",43.65588111,-79.45550181
8764,"tarbutt & tarbutt additional twp",,"library or archives","government of ontario",,27,"barr road","p0r1e0","desbarats","on","27 barr road","Ajax","3518005","35",43.83043983,-79.02268554
8765,"tarragon theatre",,"theatre/performance and concert hall","toronto",,30,"bridgman ave","m5r1x3","toronto","on","30 bridgman ave","Toronto","3520005","35",43.67491254,-79.41286325
8766,"tatamagouche library","branch","library or archives","government of nova scotia",,170,"main street","b0k1v0","tatamagouche","ns","170 main street","Colchester, Subd. B","1210008","12",45.713272,-63.295111
8767,"tatar gallery",,"gallery","toronto",,300,"king st e","m5a1k4","toronto","on","300 king st e","Toronto","3520005","35",43.65228948,-79.36463507
8768,"tatla lake","cariboo regional district library system","library or archives","government of british columbia",,16451,"20 highway","v0l1v0","abbotsford","bc","16451 chilcotin highway 20","Cariboo J","5941039","59",51.9052811,-124.5945904
8769,"tavistock public library",,"library or archives","regional municipality of waterloo",,40,"woodstock street south",,"waterloo","on","40 woodstock street south","East Zorra-Tavistock","3532038","35",43.32016369,-80.83565933
8770,"tawowikamik public library (opawikoscikan high school)",,"library or archives","saskatchewan",,,,"s0p0e0","pelican narrows","sk",,"Pelican Narrows","4718055","47",,
8771,"tay gallery kanata","galleries","gallery","ottawa",,471,"hazeldean rd","k2l4b8","ottawa","on","471 hazeldean rd","Ottawa","3506008","35",45.2983396,-75.88936871
8772,"tay twp",,"library or archives","government of ontario",,145,"albert street","l0k2a0","victoria harbour","on","145 albert street","Strathroy-Caradoc","3539015","35",42.9556114,-81.6274865
8773,"taylor barn","museum","museum","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.51697616,-75.39153566
8774,"taylor memorial",,"library or archives","city of toronto",,1440,"kingston road","m1n1r3","toronto","on","1440 kingston road, toronto, on, m1n 1r3","Toronto","3520005","35",43.68778148,-79.27125185
8775,"taylor public library","taylor public library","library or archives","government of british columbia",,10008,"104 ave","v0c2k0","surrey","bc","10008 - 104 ave","Taylor","5955030","59",56.153335,-120.683744
8777,"teck gallery","museum/gallery","gallery","vancouver",,515,"hastings st w","v6b0b2","vancouver","bc","515 w hastings st vancouver bc v6b 0b2","Vancouver","5915022","59",49.2841655,-123.1119735
8779,"teeterville pioneer museum","museum","museum","norfolk county",,194,"teeter street","n0e1s0","norfolk","on","194 teeter street","Norfolk County","3528052","35",42.94589573,-80.44236571
8780,"tehkummah twp",,"library or archives","government of ontario",,456,"542a hwy","p0p2c0","tehkummah","on","456 hwy 542a","Tehkummah","3551001","35",45.6564847,-81.9999999
8781,"telecommunications museum -pearson electrotechnology centre","transportation & industry","museum","canadian museums association",,5000,"rené huguet","h8t1m7","st lachine","qc","5000 rené-huguet st lachine québec h8t 1m7 canada",,,"24",,
8782,"telephone booth gallery",,"gallery","toronto",,3148,"dundas st w","m6p2a1","toronto","on","3148 dundas st w","Toronto","3520005","35",43.66573994,-79.47485061
8784,"telephone historical centre",,"heritage or historic site","edmonton",,10440,"108 avenue nw",,"edmonton","ab","10440 108 avenue nw","Edmonton","4811061","48",53.55148806,-113.499968
8786,"telfer creek forest","natural heritage","heritage or historic site","grey county",,15,"municipality road",,"meaford","on",,"Meaford","3542047","35",44.56064333,-80.87748658
8787,"telkwa museum","community/regional museum","museum","canadian museums association",,1620,"16 hwy","b0j2x0","telkwa","bc","box 595 1620 hwy 16 telkwa british columbia b0j 2x0 canada","North Vancouver","5915046","59",49.3209891,-122.9534537
8788,"telus spark","aeronautics and space museum science and technology museum","museum","canadian museums association",,220,"st-george's drive ne","t2e5t2","calgary","ab","220 st. george's drive ne calgary alberta t2e 5t2 canada","Calgary","4806016","48",51.0538728,-114.024439
8790,"telus world of science edmonton","aeronautics and space museum science and technology museum","museum","canadian museums association",,11211,"142 street","t5m4a1","edmonton","ab","11211-142 street edmonton alberta t5m 4a1 canada","Edmonton","4811061","48",53.56122485,-113.5644151
8792,"temagami fn",,"library or archives","government of ontario",,,,"p0h1c0","bear island","on",,"Bear Island 1","3548072","35",46.9736742,-80.07363445
8793,"temiskaming art gallery","art gallery","gallery","canadian museums association",,325,"farr dr","p0j1k0","haileybury","on","325 farr dr haileybury ontario p0j 1k0 canada","Temiskaming Shores","3554020","35",47.4479214,-79.630485
8794,"temiskaming shores",,"library or archives","government of ontario",,545,"lakeshore rd","p0j1k0","haileybury","on","545 lakeshore rd.","Niagara-on-the-Lake","3526047","35",43.2299018,-79.1716509
8795,"temiskaming shores public library","library and/or archives","library or archives","canadian museums association",,50,"whitewood ave","p0j1p0","new liskeard","on","50 whitewood ave. new liskeard ontario p0j 1p0 canada","Temiskaming Shores","3554020","35",47.5085039,-79.6829261
8796,"tems swiya museum","exhibition or cultural centre keeping house or native culture centre","museum","canadian museums association",,5555,"101 highway","v0n3a0","sechelt","bc","5555 highway 101 sechelt british columbia v0n 3a0 canada","Sechelt","5929011","59",,
8797,"teodoraart gallery",,"gallery","toronto",,214,"avenue rd","m5r2j4","toronto","on","214 avenue rd","Toronto","3520005","35",43.67653159,-79.3976495
8799,"terra nova national park","historic site-building or park","heritage or historic site","canadian museums association",,,,"a0g2l0","glovertwn","nl","general delivery glovertown newfoundland & labrador a0g 2l0 canada","Glovertown","1007044","10",48.6740048,-54.0341421
8800,"terrace bay twp",,"library or archives","government of ontario",,13,"selkirk avenue","p0t2w0","terrace bay","on","13 selkirk avenue","Terrace Bay","3558054","35",48.7848752,-87.09979
8801,"terrace public library","terrace public library","library or archives","government of british columbia",,4610,"park avenue","v8g1v6","boston bar","bc","4610 park avenue","Terrace","5949011","59",54.518129,-128.587312
8803,"terrace theatre",,"theatre/performance and concert hall","edmonton",,4445,"calgary trail nw",,"edmonton","ab","4445 calgary trail nw","Edmonton","4811061","48",53.47963292,-113.4950588
8807,"terrain art school","independent visiual artists and artisans","artist","mississauga",,3033,"palstan rd","l4y4e7","mississauga","on","3033 palstan rd","Mississauga","3521005","35",43.60522733,-79.58965744
8808,"terry erickson","individual artists","artist","new westminster",,234,"fenton street",,"new-westminster","bc","234 fenton street","New Westminster","5915029","59",49.18945071,-122.9349707
8809,"terry fox library","fraser valley regional library","library or archives","government of british columbia",,2470,"mary hilld road","v3c3b1","midway","bc","2470 mary hill road","Port Coquitlam","5915039","59",49.260305,-122.778532
8811,"terry salman branch","vancouver public library","library or archives","government of british columbia",,4575,"clancy way","v5y2m4","horsefly","bc","4575 clancy loranger way","Vancouver","5915022","59",49.254571,-123.107211
8812,"terryberry library",,"library or archives","city of hamilton",,,,,"hamilton","on",,"Hamilton","3525005","35",43.23031428,-79.88674908
8813,"teslin tlingit heritage centre","exhibition or cultural centre keeping house or native culture centre","art or cultural centre","canadian museums association",,,,"y0a1b0","teslin","yt","po box 133 teslin yukon y0a 1b0 canada","Teslin","6001057","60",60.2288979,-132.771687
8814,"testaments of honour historical archives","human history-archaelogy-anthropology or ethnology military museum or fort other","museum","canadian museums association",,134,"lawton blvd","m4v2a4","toronto","on","134 lawton blvd. suite 206 toronto ontario m4v 2a4 canada","Toronto","3520005","35",43.69437695,-79.3975492
8815,"teulon and district museum","community/regional museum","museum","canadian museums association",,,,"r0c3b0","teulon","mb","green acres park teulon manitoba r0c 3b0 canada","Teulon","4614042","46",,
8816,"tevie miller heritage school program",,"heritage or historic site","edmonton",,6240,"113 street nw",,"edmonton","ab","6240 113 street nw","Edmonton","4811061","48",53.50211276,-113.5226748
8820,"textile museum of canada","museum","museum","toronto",,55,"centre ave","m5g2h5","toronto","on","55 centre ave","Toronto","3520005","35",43.65458734,-79.38665571
8822,"théâtre corona virgin mobile","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.48279284,-73.57498268
8823,"théâtre de verdure","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.52523666,-73.57130709
8824,"théâtre denise-pelletier","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.55144976,-73.53426717
8825,"théâtre desjardins","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.43659893,-73.60627183
8826,"théâtre du nouveau monde","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.5087213,-73.56417245
8827,"théâtre l'olympia","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.51710442,-73.55695638
8828,"théâtre le national","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.51852622,-73.55573888
8829,"théâtre outremont","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.51999376,-73.60839845
8830,"théâtre rialto","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.52364053,-73.60475259
8831,"théâtre saint-denis","salle ou complexe de diffusion","theatre/performance and concert hall","montréal",,,,,"montréal","qc",,"Montréal","2466023","24",45.51447591,-73.5630038
8832,"théâtre action","arts","theatre/performance and concert hall","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.43652948,-75.66108797
8833,"théâtre aux écuries","auditorium / theatre","theatre/performance and concert hall","province of québec",,7285,"rue chabot","h2e2k7","montréal","qc","7285, rue chabot","Montréal","2466023","24",45.550097,-73.607881
8834,"théâtre banque nationale","auditorium / theatre","theatre/performance and concert hall","province of québec",,534,"rue jacques-cartier e","g7h5c8","saguenay","qc","534, rue jacques-cartier e.","Saguenay","2494068","24",48.425407,-71.05248
8835,"théâtre beaumont-st-michel","auditorium / theatre","theatre/performance and concert hall","province of québec",,51,"rte 132 o","g0r3s0","saint-michel-de-bellechasse","qc","51, rte 132 o.","Saint-Michel-de-Bellechasse","2419110","24",46.863839,-70.936011
8836,"théâtre belcourt","auditorium / theatre","theatre/performance and concert hall","province of québec",,,"rue 23a","j0g1a0","baie-du-febvre","qc","23a, rue de l'église","Baie-du-Febvre","2450100","24",46.13856,-72.716187
8837,"théâtre belvédère","arts","theatre/performance and concert hall","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.43275809,-75.68959341
8838,"théâtre centennial",,"theatre/performance and concert hall","sherbrooke",,2600,"college","j1m1z7","sherbrooke","qc",,"Sherbrooke","2443027","24",45.3671761,-71.812219
8839,"théâtre d'été de l'auberge de la pointe","auditorium / theatre","theatre/performance and concert hall","province of québec",,10,"boul cartier","g5r6a1","rivière-du-loup","qc","10, boul. cartier","Rivière-du-Loup","2412072","24",47.860053,-69.549865
8840,"théâtre d'été de saint-pierre-baptiste","auditorium / theatre","theatre/performance and concert hall","province of québec",,1051,"rue principale","g0p1k0","saint-pierre-baptiste","qc","1051, rue principale","Saint-Pierre-Baptiste","2432050","24",46.2085262,-71.6170425
8841,"théâtre d'été la roche à veillon","auditorium / theatre","theatre/performance and concert hall","province of québec",,547,"de gaspé av e","g0r3g0","saint-jean-port-joli","qc","547, av. de gaspé e. c.p. 939","Saint-Jean-Port-Joli","2417070","24",47.24281,-70.234865
8842,"théâtre de l'île","auditorium / theatre","theatre/performance and concert hall","province of québec",,1,"rue wellington","j8x2h3","gatineau","qc","1, rue wellington","Gatineau","2481017","24",45.425875,-75.724279
8845,"théâtre de l'ancien presbytère","auditorium / theatre","theatre/performance and concert hall","province of québec",,170,"rue st-charles s","j2g7a4","granby","qc","170, rue st-charles s.","Granby","2447017","24",45.3974636,-72.7347283
8846,"théâtre de l'auberge la coudrière","auditorium / theatre","theatre/performance and concert hall","province of québec",,2891,"ch des-coudriers","g0a2a0","l'isle-aux-coudres","qc","2891, ch. des coudriers","L'Isle-aux-Coudres","2416023","24",47.417294,-70.329838
8847,"théâtre de l'hôtel de ville","auditorium / theatre","theatre/performance and concert hall","province of québec",,843,"av du-palais","g0s2v0","saint-joseph-de-beauce","qc","843, av. du palais","Saint-Joseph-de-Beauce","2427043","24",46.3073829,-70.879926
8848,"théâtre de la dame de coeur","auditorium / theatre","theatre/performance and concert hall","province of québec",,611,"rang de la carrière","j0h2e0","upton","qc","611, rang de la carrière","Upton","2448038","24",45.65853,-72.682032
8849,"théâtre de la petite marée","auditorium / theatre","theatre/performance and concert hall","province of québec",,154,"rue beaubassin","g0c1e0","bonaventure","qc","154, rue beaubassin","Bonaventure","2405045","24",48.04881,-65.490695
8850,"théâtre de la vieille forge de petite-vallée","auditorium / theatre","theatre/performance and concert hall","province of québec",,4,"rue de-la-longue-pointe","g0e1y0","petite-vallée","qc","4, rue de la longue-pointe","Petite-Vallée","2403015","24",49.22218,-65.044481
8851,"théâtre de la ville",,"theatre/performance and concert hall","longueuil",,180,"rue de-gentilly est","j4h4a9","longueuil","qc","180, rue de gentilly est, longueuil, j4h4a9","Longueuil","2458227","24",45.537654,-73.494756
8852,"théâtre de quat'sous","auditorium / theatre","theatre/performance and concert hall","province of québec",,100,"av des-pins e","h2w1n7","montréal","qc","100, av. des pins e.","Montréal","2466023","24",45.515977,-73.574161
8853,"théâtre de rougemont","auditorium / theatre","theatre/performance and concert hall","province of québec",,370,"rang de la montagne","j0l1m0","rougemont","qc","370, rang de la montagne","Rougemont","2455037","24",45.46684,-73.087518
8854,"théâtre de verdure","théâtre","theatre/performance and concert hall","montréal",,,,"h3c0g4","montréal","qc","parc la fontaine","Montréal","2466023","24",45.4960534,-73.5535054
8855,"théâtre denise-pelletier","auditorium / theatre","theatre/performance and concert hall","province of québec",,4353,"rue ste-catherine e","h1v1y2","montréal","qc","4353, rue ste-catherine e.","Montréal","2466023","24",45.551451,-73.533782
8856,"théâtre des cascades","auditorium / theatre","theatre/performance and concert hall","province of québec",,2,"ch du-canal","j0p1m0","pointe-des-cascades","qc","2, ch. du canal","Pointe-des-Cascades","2471055","24",45.335538,-73.955772
8857,"théâtre des deux rives","auditorium / theatre","theatre/performance and concert hall","province of québec",,30,"boul du séminaire n","j3b5j4","saint-jean-sur-richelieu","qc","30, boul. du séminaire n.","Saint-Jean-sur-Richelieu","2456083","24",45.2974167,-73.2694308
8858,"théâtre des eskers","auditorium / theatre","theatre/performance and concert hall","province of québec",,152,"14e avenue e","j9t2g1","amos","qc","152, 14e avenue e.","Amos","2488055","24",48.565442,-78.111114
8859,"théâtre des grands chênes","auditorium / theatre","theatre/performance and concert hall","province of québec",,356,"boul marie-victorin","j0a1b0","kingsey falls","qc","356, boul. marie-victorin","Kingsey Falls","2439097","24",45.852628,-72.076336
8860,"théâtre des hirondelles inc.","auditorium / theatre","theatre/performance and concert hall","province of québec",,4920,"ch des-grands-coteaux","j3g2c9","saint-mathieu-de-beloeil","qc","4920, ch. des grands-coteaux","Saint-Mathieu-de-Beloeil","2457045","24",45.6029708,-73.2664495
8861,"théâtre des tournesols","auditorium / theatre","theatre/performance and concert hall","province of québec",,331,"ch brosseau","j2k0b4","cowansville","qc","331, ch. brosseau","Cowansville","2446080","24",45.225016,-72.779883
8862,"théâtre desjardins - salle jean-grimaldi","auditorium / theatre","theatre/performance and concert hall","province of québec",4,1111,"rue lapierre","h8n2j4","montréal","qc","1111, rue lapierre bureau 4","Montréal","2466023","24",45.435158,-73.604688
8864,"théâtre du bic / théâtre les gens d'en bas","auditorium / theatre","theatre/performance and concert hall","province of québec",,50,"rte du-golf-du-bic","g0l1b0","rimouski","qc","50, rte du golf-du-bic","Rimouski","2410043","24",48.373805,-68.706994
8865,"théâtre du casino","cinemas and theatres","theatre/performance and concert hall","ottawa",,,,,"gatineau","on",,"Gatineau","2481017","24",45.44754226,-75.72394949
8866,"théâtre du cuivre","auditorium / theatre","theatre/performance and concert hall","province of québec",,145,"rue taschereau o","j9x2v5","rouyn-noranda","qc","145, rue taschereau o.","Rouyn-Noranda","2486042","24",48.237773,-79.024326
8867,"théâtre du ganoué","auditorium / theatre","theatre/performance and concert hall","province of québec",,3805,"rue 8e","g0m1y0","saint-prosper","qc","3805, 8e rue","Saint-Prosper","2428020","24",46.2579756,-70.4658584
8868,"théâtre du marais de val-morin","auditorium / theatre","theatre/performance and concert hall","province of québec",,1121,"10e avenue","j0t2r0","val-morin","qc","1121, 10e avenue","Val-Morin","2478005","24",46.007363,-74.18737
8869,"théâtre du nouveau monde (tnm)","auditorium / theatre","theatre/performance and concert hall","province of québec",,84,"rue ste-catherine o","h2x1z6","montréal","qc","84, rue ste-catherine o.","Montréal","2466023","24",45.509131,-73.564445
8870,"théâtre du palais municipal","auditorium / theatre","theatre/performance and concert hall","province of québec",,1831,"6e avenue","g7b1s1","saguenay","qc","1831, 6e avenue","Saguenay","2494068","24",48.32865,-70.888105
8871,"théâtre du rideau vert","auditorium / theatre","theatre/performance and concert hall","province of québec",,4664,"rue st-denis","h2j2l3","montréal","qc","4664, rue st-denis","Montréal","2466023","24",45.524864,-73.585096
8872,"théâtre du rift","auditorium / theatre","theatre/performance and concert hall","province of québec",,32,"rue ste-anne","j9v2b7","ville-marie","qc","32, rue ste-anne","Ville-Marie","2485025","24",47.330991,-79.439527
8873,"théâtre du vieux-terrebonne","auditorium / theatre","theatre/performance and concert hall","province of québec",,866,"rue st-pierre","j6w1e5","terrebonne","qc","866, rue st-pierre","Terrebonne","2464008","24",45.692567,-73.636652
8874,"théâtre espace go","auditorium / theatre","theatre/performance and concert hall","province of québec",,4890,"boul st-laurent","h2t1r5","montréal","qc","4890, boul. st-laurent","Montréal","2466023","24",45.521822,-73.590313
8875,"théâtre gilles-vigneault","auditorium / theatre","theatre/performance and concert hall","province of québec",,118,"rue de-la-gare","j7z0j1","saint-jérôme","qc","118, rue de la gare","Saint-Jérôme","2475017","24",45.775892,-74.001419
8877,"théâtre granada",,"theatre/performance and concert hall","sherbrooke",,53,"wellington nord","j1h5a9","sherbrooke","qc",,"Sherbrooke","2443027","24",45.4022798,-71.890891
8878,"théâtre hector-charland","auditorium / theatre","theatre/performance and concert hall","province of québec",,225,"boul de-l'ange-gardien","j5w4m6","l'assomption","qc","225, boul. de l'ange-gardien","L'Assomption","2460028","24",45.829025,-73.421908
8879,"théâtre la bordée","auditorium / theatre","theatre/performance and concert hall","province of québec",,315,"rue st-joseph e","g1k3b3","québec","qc","315, rue st-joseph e.","Québec","2423027","24",46.813626,-71.226075
8880,"théâtre la catapulte","arts","theatre/performance and concert hall","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.43041824,-75.68634203
8881,"théâtre la goélette","auditorium / theatre","theatre/performance and concert hall","province of québec",,67,"rue du-rocher","g5r1j8","rivière-du-loup","qc","67, rue du rocher","Rivière-du-Loup","2412072","24",47.838063,-69.536591
8882,"théâtre la licorne","auditorium / theatre","theatre/performance and concert hall","province of québec",,4559,"av papineau","h2h1v4","montréal","qc","4559, av. papineau","Montréal","2466023","24",45.5334556,-73.575423
8883,"théâtre la marjolaine d'eastman","auditorium / theatre","theatre/performance and concert hall","province of québec",,,,"j0e1p0","eastman","qc","55, ch. du théâtre","Eastman","2445093","24",45.310448,-72.328724
8884,"théâtre la rubrique","auditorium / theatre","theatre/performance and concert hall","province of québec",,4160,"rue du-vieux-pont","g7x7v8","saguenay","qc","4160, rue du vieux-pont","Saguenay","2494068","24",48.411249,-71.267838
8885,"théâtre le patriote","auditorium / theatre","theatre/performance and concert hall","province of québec",,258,"rue st-venant","j8c2z7","sainte-agathe-des-monts","qc","258, rue st-venant","Sainte-Agathe-des-Monts","2478032","24",46.031964,-74.285685
8886,"théâtre les bâtisseurs de montagnes","auditorium / theatre","theatre/performance and concert hall","province of québec",,800,"rue st-alphonse s","g6g3v8","thetford mines","qc","800, rue st-alphonse s.","Thetford Mines","2431084","24",46.08302,-71.290797
8887,"théâtre lionel-groulx","auditorium / theatre","theatre/performance and concert hall","province of québec",,100,"rue duquet","j7e3g6","sainte-thérèse","qc","100, rue duquet","Sainte-Thérèse","2473010","24",45.642429,-73.838834
8888,"théâtre marcellin-champagnat","auditorium / theatre","theatre/performance and concert hall","province of québec",,1275,"av du-collège","h7c1w8","laval","qc","1275, av. du collège","Laval","2465005","24",45.6150825,-73.647424
8889,"théâtre mirella et lino saputo","théâtre","theatre/performance and concert hall","montréal",,8370,"boulevard lacordaire","h1r3y6","montréal","qc","8370, boulevard lacordaire","Montréal","2466023","24",45.5859309,-73.5956836
8890,"théâtre motus",,"theatre/performance and concert hall","longueuil",,,,"j4h3h6","longueuil","qc","rue grant bureau 310 150, longueuil, j4h3h6","Longueuil","2458227","24",45.5394149,-73.5088842
8891,"théâtre outremont","auditorium / theatre","theatre/performance and concert hall","province of québec",,1248,"av bernard o","h2v1v6","montréal","qc","1248, av. bernard o.","Montréal","2466023","24",45.519966,-73.608735
8893,"théâtre périscope","auditorium / theatre","theatre/performance and concert hall","province of québec",,2,"rue crémazie e","g1r2v2","québec","qc","2, rue crémazie e.","Québec","2423027","24",46.805673,-71.226179
8894,"théâtre paradoxe","auditorium / theatre","theatre/performance and concert hall","province of québec",,5959,"boul monk","h4e3h5","montréal","qc","5959, boul. monk","Montréal","2466023","24",45.458809,-73.596168
8895,"théâtre petit champlain","auditorium / theatre","theatre/performance and concert hall","province of québec",,68,"rue du-petit-champlain","g1k4h4","québec","qc","68, rue du petit-champlain","Québec","2423027","24",46.811727,-71.203656
8896,"théâtre piggery","auditorium / theatre","theatre/performance and concert hall","province of québec",,215,"ch simard","j0b1w0","sainte-catherine-de-hatley","qc","215, ch. simard","Sainte-Catherine-de-Hatley","2445060","24",45.270789,-72.011238
8897,"théâtre plaza","auditorium / theatre","theatre/performance and concert hall","province of québec",,6505,"rue st-hubert","h2s2m5","montréal","qc","6505, rue st-hubert","Montréal","2466023","24",45.536482,-73.603521
8898,"théâtre prospero","auditorium / theatre","theatre/performance and concert hall","province of québec",,1371,"rue ontario e","h2l1s2","montréal","qc","1371, rue ontario e.","Montréal","2466023","24",45.523178,-73.56128
8899,"théâtre rouge écarlate","arts","theatre/performance and concert hall","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.43041824,-75.68634203
8900,"théâtre saint-denis","auditorium / theatre","theatre/performance and concert hall","province of québec",,1594,"rue st-denis","h2x3k2","montréal","qc","1594, rue st-denis","Montréal","2466023","24",45.514608,-73.562575
8901,"théâtre saint-sauveur","auditorium / theatre","theatre/performance and concert hall","province of québec",,22,"rue claude","j0r1r6","saint-sauveur","qc","22, rue claude","Saint-Sauveur","2477043","24",45.893713,-74.145489
8902,"théâtre sainte-adèle","auditorium / theatre","theatre/performance and concert hall","province of québec",,1069,"boul ste-adèle","j8b2n4","sainte-adèle","qc","1069, boul. ste-adèle","Sainte-Adèle","2477022","24",45.951665,-74.13485
8903,"théâtre sainte-catherine","auditorium / theatre","theatre/performance and concert hall","province of québec",,264,"rue ste-catherine e","h2x1l4","montréal","qc","264, rue ste-catherine e.","Montréal","2466023","24",45.512319,-73.561505
8904,"théâtre télébec","auditorium / theatre","theatre/performance and concert hall","province of québec",,125,"rue self","j9p3n2","val-d'or","qc","polyvalente le carrefour, 125, rue self","Val-d'Or","2489008","24",48.095013,-77.78649
8905,"théatre du bout de l'ile","salle de spectacle","miscellaneous","laval",,10585,"boulevard lévesque est","h7a4b9","laval","qc",,"Laval","2465005","24",,
8906,"théatre l'empress","performing art centres","art or cultural centre","moncton",,811,"main st",,"moncton","nb","811 main st","Moncton","1307022","13",46.08831557,-64.77909728
8908,"thamesford public library",,"library or archives","regional municipality of waterloo",,165,"dundas street",,"waterloo","on","165 dundas street","Zorra","3532027","35",43.05783541,-80.99972853
8909,"the 48th highlanders museum","museum","museum","toronto",,73,"simcoe st","m5j1w9","toronto","on","73 simcoe st","Toronto","3520005","35",43.64678823,-79.38555595
8910,"the 519 church street community centre (gallery space)",,"gallery","toronto",,519,"church st","m4y2c9","toronto","on","519 church st","Toronto","3520005","35",43.66656054,-79.38094585
8911,"the act arts centre & theatre","attraction","theatre/performance and concert hall","maple ridge",,11944,"haney pl",,"maple ridge","bc",,"Maple Ridge","5915075","59",49.219156,-122.5983229
8912,"the air force museum of alberta","aeronautics and space museum military museum or fort","museum","canadian museums association",,4520,"crowchild trail south","t2t5j4","west calgary","ab","the military museums 4520 crowchild trail south west calgary alberta t2t 5j4 canada","Calgary","4806016","48",51.01423945,-114.1162943
8913,"the apartment","museum/gallery","museum","vancouver","b",119,"pender st e","v6a1t6","vancouver","bc","119b e pender st vancouver bc v6a 1t6","Vancouver","5915022","59",49.2804859,-123.1015866
8914,"the arctic experience mcnaught gallery",,"gallery","hamilton",,191,"james st s","l8p3a8","hamilton","on","191 james st., s., hamilton, on l8p 3a8","Hamilton","3525005","35",43.2508665,-79.871229
8915,"the art of law gallery",,"gallery","new westminster",,711,"columbia street",,"new-westminster","bc","711 columbia street","New Westminster","5915029","59",49.20227237,-122.9105812
8917,"the baitshop gallery",,"gallery","toronto",,358,"dufferin st","m6k1z8","toronto","on","358 dufferin st","Toronto","3520005","35",43.64132972,-79.42890261
8918,"the bas-saint-laurent museum","museum / historic site","museum","province of québec",,300,"rue st-pierre","g5r3v3","rivière du-loup","qc","300, rue st-pierre","Rivière-du-Loup","2412072","24",47.829048,-69.545458
8919,"the bata shoe museum","museum","museum","toronto",,327,"bloor st w","m5s1w7","toronto","on","327 bloor st w","Toronto","3520005","35",43.6672408,-79.40015162
8920,"the beaches heritage centre","exhibition or cultural centre","art or cultural centre","canadian museums association",,8,"church street","a0g1z0","eastport","nl","8 church street eastport newfoundland & labrador a0g 1z0 canada","Eastport","1007042","10",48.6536383,-53.75458557
8922,"the bernie legge theatre",,"theatre/performance and concert hall","new westminster",,,,,"new-westminster","bc",,"New Westminster","5915029","59",49.21419488,-122.9031079
8923,"the blackwood art gallery","art galleries","gallery","mississauga",,,,,"mississauga","on",,"Mississauga","3521005","35",43.54689062,-79.66572714
8924,"the blue mountains",,"library or archives","government of ontario",,173,"bruce street south","n0h2p0","thornbury","on","173 bruce street south","The Blue Mountains","3542045","35",44.55435758,-80.4607036
